"","workerid","noun","nounclass","makesSense","condition","predicateposition","predicate","correctresponse","correctclass"
"423",84,"watermelon","food",1,"both","predicate1","short",0.11,"size"
"424",84,"box","furniture",1,"both","predicate1","hard",0.84,"texture"
"425",84,"potato","food",1,"both","predicate1","soft",0.85,"texture"
"426",97,"chair","furniture",1,"both","predicate1","good",0.38,"quality"
"427",97,"tomato","food",1,"both","predicate1","yellow",0.39,"color"
"428",97,"watermelon","food",1,"both","predicate1","brown",0.65,"color"
"429",97,"potato","food",1,"both","predicate1","light",0.5,"size"
"430",97,"couch","furniture",1,"both","predicate1","bad",0.32,"quality"
"431",97,"cheese","food",1,"both","predicate1","new",0.31,"age"
"432",97,"apple","food",1,"both","predicate1","rotten",0.61,"age"
"433",97,"watermelon","food",1,"both","predicate1","heavy",0.31,"size"
"434",97,"potato","food",1,"both","predicate1","green",0.62,"color"
"435",97,"potato","food",1,"both","predicate1","new",0.4,"age"
"436",97,"tomato","food",1,"both","predicate1","round",0.66,"shape"
"437",97,"couch","furniture",1,"both","predicate1","fresh",0.42,"age"
"438",97,"couch","furniture",1,"both","predicate1","metal",0.37,"material"
"439",97,"apple","food",1,"both","predicate1","red",0.24,"color"
"440",99,"tomato","food",1,"both","predicate1","red",0.65,"color"
"441",99,"potato","food",1,"both","predicate1","small",0.75,"size"
"442",99,"apple","food",1,"both","predicate1","plastic",0.23,"material"
"443",99,"tomato","food",1,"both","predicate1","bad",0.38,"quality"
"444",99,"potato","food",1,"both","predicate1","hard",0.37,"texture"
"445",99,"couch","furniture",1,"both","predicate1","old",0.4,"age"
"446",99,"potato","food",1,"both","predicate1","hard",0.54,"texture"
"447",99,"couch","furniture",1,"both","predicate1","purple",0.31,"color"
"448",99,"bed","furniture",1,"both","predicate1","big",0.62,"size"
"449",99,"cheese","food",1,"both","predicate1","old",0.38,"age"
"450",99,"tomato","food",1,"both","predicate1","short",0.35,"size"
"451",99,"chair","furniture",1,"both","predicate1","rotten",0.6,"age"
"452",99,"couch","furniture",1,"both","predicate1","yellow",0.64,"color"
"453",99,"cheese","food",1,"both","predicate1","metal",0.56,"material"
"454",99,"cheese","food",1,"both","predicate1","square",0.41,"shape"
"455",99,"bed","furniture",1,"both","predicate1","plastic",0.4,"material"
"456",99,"tomato","food",1,"both","predicate1","short",0.38,"size"
"457",99,"bed","furniture",1,"both","predicate1","round",0.4,"shape"
"458",99,"watermelon","food",1,"both","predicate1","hard",0.41,"texture"
"459",99,"bed","furniture",1,"both","predicate1","square",0.42,"shape"
"460",99,"potato","food",1,"both","predicate1","wooden",0.64,"material"
"461",99,"potato","food",1,"both","predicate1","hard",0.38,"texture"
"462",101,"watermelon","food",1,"both","predicate1","old",0.96,"age"
"463",101,"chair","furniture",1,"both","predicate1","square",0.01,"shape"
"464",101,"table","furniture",1,"both","predicate1","old",0.99,"age"
"465",101,"chair","furniture",1,"both","predicate1","heavy",0.99,"size"
"466",101,"couch","furniture",1,"both","predicate1","soft",0.05,"texture"
"467",101,"box","furniture",1,"both","predicate1","old",0.29,"age"
"468",101,"table","furniture",1,"both","predicate1","hard",0.74,"texture"
"469",101,"table","furniture",1,"both","predicate1","yellow",0.36,"color"
"470",101,"table","furniture",1,"both","predicate1","dry",0.32,"texture"
"471",101,"couch","furniture",1,"both","predicate1","purple",0.28,"color"
"472",101,"box","furniture",1,"both","predicate1","red",0.34,"color"
"473",101,"table","furniture",1,"both","predicate1","wooden",0.28,"material"
"474",101,"cheese","food",1,"both","predicate1","fresh",0.37,"age"
"475",101,"table","furniture",1,"both","predicate1","round",0.76,"shape"
"476",101,"bed","furniture",1,"both","predicate1","long",0.29,"size"
"477",101,"bed","furniture",1,"both","predicate1","metal",0.34,"material"
"478",101,"chair","furniture",1,"both","predicate1","metal",0.35,"material"
"479",110,"couch","furniture",1,"both","predicate1","small",0.95,"size"
"480",110,"watermelon","food",1,"both","predicate1","round",0.96,"shape"
"481",110,"apple","food",1,"both","predicate1","brown",0.97,"color"
"482",110,"watermelon","food",1,"both","predicate1","brown",0.98,"color"
"483",110,"box","furniture",1,"both","predicate1","hard",0.99,"texture"
"484",110,"watermelon","food",1,"both","predicate1","plastic",0.03,"material"
"485",110,"table","furniture",1,"both","predicate1","heavy",0.03,"size"
"486",110,"tomato","food",1,"both","predicate1","fresh",0.94,"age"
"487",110,"tomato","food",1,"both","predicate1","purple",0,"color"
"488",110,"chair","furniture",1,"both","predicate1","yellow",0.03,"color"
"489",110,"potato","food",1,"both","predicate1","green",0.02,"color"
"490",110,"apple","food",1,"both","predicate1","red",0.97,"color"
"491",110,"potato","food",1,"both","predicate1","bad",0,"quality"
"492",110,"box","furniture",1,"both","predicate1","long",0.97,"size"
"493",110,"watermelon","food",1,"both","predicate1","light",0.02,"size"
"494",110,"chair","furniture",1,"both","predicate1","rotten",0,"age"
"495",110,"chair","furniture",1,"both","predicate1","bad",0.97,"quality"
"496",110,"tomato","food",1,"both","predicate1","round",0.97,"shape"
"497",110,"table","furniture",1,"both","predicate1","small",0.01,"size"
"498",111,"box","furniture",1,"both","predicate1","dry",0.04,"texture"
"499",111,"watermelon","food",1,"both","predicate1","purple",0.02,"color"
"500",111,"chair","furniture",1,"both","predicate1","red",0,"color"
"501",111,"table","furniture",1,"both","predicate1","good",0.98,"quality"
"502",111,"potato","food",1,"both","predicate1","old",0.99,"age"
"503",111,"tomato","food",1,"both","predicate1","fresh",0.01,"age"
"504",111,"watermelon","food",1,"both","predicate1","big",0.49,"size"
"505",111,"bed","furniture",1,"both","predicate1","long",0.5,"size"
"506",111,"potato","food",1,"both","predicate1","dry",0.51,"texture"
"507",111,"couch","furniture",1,"both","predicate1","yellow",0.73,"color"
"508",111,"potato","food",1,"both","predicate1","brown",0.46,"color"
"509",111,"watermelon","food",1,"both","predicate1","bad",0.5,"quality"
"510",111,"table","furniture",1,"both","predicate1","square",0.48,"shape"
"511",111,"apple","food",1,"both","predicate1","long",0.27,"size"
"512",111,"apple","food",1,"both","predicate1","dry",0.18,"texture"
"513",111,"bed","furniture",1,"both","predicate1","blue",0.79,"color"
"514",111,"apple","food",1,"both","predicate1","metal",0.48,"material"
"515",111,"watermelon","food",1,"both","predicate1","yellow",0.51,"color"
"516",111,"watermelon","food",1,"both","predicate1","old",0.5,"age"
"517",111,"potato","food",1,"both","predicate1","big",0.46,"size"
"518",111,"table","furniture",1,"both","predicate1","long",0.46,"size"
"519",111,"chair","furniture",1,"both","predicate1","bad",0.49,"quality"
"520",111,"couch","furniture",1,"both","predicate1","blue",0.49,"color"
"521",117,"apple","food",1,"both","predicate1","yellow",0.2,"color"
"522",117,"chair","furniture",1,"both","predicate1","new",0.9,"age"
"523",117,"box","furniture",1,"both","predicate1","wooden",0.03,"material"
"524",117,"chair","furniture",1,"both","predicate1","round",0.9,"shape"
"525",117,"couch","furniture",1,"both","predicate1","old",0.91,"age"
"526",117,"table","furniture",1,"both","predicate1","hard",0,"texture"
"527",117,"cheese","food",1,"both","predicate1","hard",1,"texture"
"528",117,"box","furniture",1,"both","predicate1","purple",1,"color"
"529",117,"bed","furniture",1,"both","predicate1","square",0.02,"shape"
"530",117,"bed","furniture",1,"both","predicate1","short",0,"size"
"531",117,"box","furniture",1,"both","predicate1","heavy",0.91,"size"
"532",117,"box","furniture",1,"both","predicate1","round",0.88,"shape"
"533",117,"cheese","food",1,"both","predicate1","good",0.91,"quality"
"534",117,"box","furniture",1,"both","predicate1","old",0.05,"age"
"535",118,"potato","food",1,"both","predicate1","square",0.83,"shape"
"536",118,"watermelon","food",1,"both","predicate1","old",0.05,"age"
"537",118,"box","furniture",1,"both","predicate1","good",0.92,"quality"
"538",118,"table","furniture",1,"both","predicate1","green",0.05,"color"
"539",118,"apple","food",1,"both","predicate1","metal",0.03,"material"
"540",118,"chair","furniture",1,"both","predicate1","fresh",0.96,"age"
"541",118,"box","furniture",1,"both","predicate1","dry",0.05,"texture"
"542",118,"tomato","food",1,"both","predicate1","hard",0.94,"texture"
"543",118,"couch","furniture",1,"both","predicate1","old",0.05,"age"
"544",118,"table","furniture",1,"both","predicate1","metal",0.97,"material"
"545",118,"chair","furniture",1,"both","predicate1","small",0.95,"size"
"546",118,"box","furniture",1,"both","predicate1","hard",0.95,"texture"
"547",118,"cheese","food",1,"both","predicate1","new",0.93,"age"
"548",118,"cheese","food",1,"both","predicate1","fresh",0.95,"age"
"549",118,"tomato","food",1,"both","predicate1","big",0.99,"size"
"550",118,"cheese","food",1,"both","predicate1","round",0.92,"shape"
"551",118,"couch","furniture",1,"both","predicate1","hard",0.99,"texture"
"552",118,"chair","furniture",1,"both","predicate1","purple",0.96,"color"
"553",118,"box","furniture",1,"both","predicate1","hard",0.9,"texture"
"554",118,"cheese","food",1,"both","predicate1","blue",0.93,"color"
"555",118,"potato","food",1,"both","predicate1","fresh",0.07,"age"
"556",118,"chair","furniture",1,"both","predicate1","bad",0.93,"quality"
"557",118,"chair","furniture",1,"both","predicate1","blue",0.95,"color"
"558",119,"couch","furniture",1,"both","predicate1","dry",1,"texture"
"559",119,"box","furniture",1,"both","predicate1","old",0,"age"
"560",119,"table","furniture",1,"both","predicate1","yellow",0,"color"
"561",119,"tomato","food",1,"both","predicate1","purple",0,"color"
"562",119,"bed","furniture",1,"both","predicate1","wooden",0,"material"
"563",119,"chair","furniture",1,"both","predicate1","heavy",1,"size"
"564",119,"couch","furniture",1,"both","predicate1","new",1,"age"
"565",119,"chair","furniture",1,"both","predicate1","round",0,"shape"
"566",119,"couch","furniture",1,"both","predicate1","new",0,"age"
"567",119,"tomato","food",1,"both","predicate1","purple",0,"color"
"568",119,"cheese","food",1,"both","predicate1","bad",1,"quality"
"569",119,"couch","furniture",1,"both","predicate1","hard",1,"texture"
"570",119,"tomato","food",1,"both","predicate1","hard",0,"texture"
"571",119,"potato","food",1,"both","predicate1","dry",0,"texture"
"572",119,"watermelon","food",1,"both","predicate1","fresh",0,"age"
"573",119,"chair","furniture",1,"both","predicate1","wooden",1,"material"
"574",119,"apple","food",1,"both","predicate1","light",1,"size"
"575",122,"apple","food",1,"both","predicate1","fresh",0.9,"age"
"576",122,"potato","food",1,"both","predicate1","green",0.06,"color"
"577",122,"table","furniture",1,"both","predicate1","metal",0.1,"material"
"578",122,"apple","food",1,"both","predicate1","blue",0.1,"color"
"579",122,"table","furniture",1,"both","predicate1","dry",0.37,"texture"
"580",122,"chair","furniture",1,"both","predicate1","square",1,"shape"
"581",122,"bed","furniture",1,"both","predicate1","rotten",0,"age"
"582",122,"cheese","food",1,"both","predicate1","rotten",0.98,"age"
"583",122,"apple","food",1,"both","predicate1","plastic",0,"material"
"584",122,"table","furniture",1,"both","predicate1","light",0,"size"
"585",122,"table","furniture",1,"both","predicate1","plastic",0,"material"
"586",122,"potato","food",1,"both","predicate1","rotten",0,"age"
"587",122,"cheese","food",1,"both","predicate1","bad",0,"quality"
"588",122,"table","furniture",1,"both","predicate1","dry",1,"texture"
"589",122,"box","furniture",1,"both","predicate1","yellow",0,"color"
"590",122,"box","furniture",1,"both","predicate1","round",0,"shape"
"591",122,"tomato","food",1,"both","predicate1","old",0.78,"age"
"592",122,"watermelon","food",1,"both","predicate1","round",0.18,"shape"
"593",122,"box","furniture",1,"both","predicate1","square",0.86,"shape"
"594",122,"table","furniture",1,"both","predicate1","old",0.91,"age"
"595",122,"couch","furniture",1,"both","predicate1","new",0,"age"
"596",122,"chair","furniture",1,"both","predicate1","round",0.1,"shape"
"597",122,"cheese","food",1,"both","predicate1","square",0.89,"shape"
"598",122,"apple","food",1,"both","predicate1","small",0.86,"size"
"599",123,"table","furniture",1,"both","predicate1","small",0.78,"size"
"600",123,"chair","furniture",1,"both","predicate1","new",1,"age"
"601",123,"couch","furniture",1,"both","predicate1","brown",0.16,"color"
"602",123,"cheese","food",1,"both","predicate1","big",0.77,"size"
"603",123,"watermelon","food",1,"both","predicate1","yellow",0.87,"color"
"604",123,"tomato","food",1,"both","predicate1","soft",0.17,"texture"
"605",123,"watermelon","food",1,"both","predicate1","long",0.9,"size"
"606",123,"couch","furniture",1,"both","predicate1","red",0.78,"color"
"607",123,"chair","furniture",1,"both","predicate1","brown",0.09,"color"
"608",123,"box","furniture",1,"both","predicate1","small",0.17,"size"
"609",5,"cheese","food",1,"both","rightpredicate1","brown",0.27,"color"
"610",5,"bed","furniture",1,"both","rightpredicate1","small",0.75,"size"
"611",5,"cheese","food",1,"both","rightpredicate1","blue",0.28,"color"
"612",5,"couch","furniture",1,"both","rightpredicate1","big",0.21,"size"
"613",5,"table","furniture",1,"both","rightpredicate1","good",0.73,"quality"
"614",5,"cheese","food",1,"both","rightpredicate1","hard",0.73,"texture"
"615",5,"table","furniture",1,"both","rightpredicate1","brown",0.28,"color"
"616",5,"watermelon","food",1,"both","rightpredicate1","rotten",0.72,"age"
"617",5,"chair","furniture",1,"both","rightpredicate1","new",0.73,"age"
"618",5,"potato","food",1,"both","rightpredicate1","heavy",0.68,"size"
"619",5,"tomato","food",1,"both","rightpredicate1","red",0.65,"color"
"620",5,"couch","furniture",1,"both","rightpredicate1","old",0.71,"age"
"621",5,"potato","food",1,"both","rightpredicate1","light",0.65,"size"
"622",5,"cheese","food",1,"both","rightpredicate1","round",0.31,"shape"
"623",5,"cheese","food",1,"both","rightpredicate1","soft",0.32,"texture"
"624",5,"watermelon","food",1,"both","rightpredicate1","small",0.82,"size"
"625",5,"couch","furniture",1,"both","rightpredicate1","small",0.78,"size"
"626",5,"bed","furniture",1,"both","rightpredicate1","light",0.71,"size"
"627",6,"tomato","food",1,"both","rightpredicate1","blue",0.04,"color"
"628",6,"chair","furniture",1,"both","rightpredicate1","square",0.99,"shape"
"629",6,"tomato","food",1,"both","rightpredicate1","big",0.99,"size"
"630",6,"box","furniture",1,"both","rightpredicate1","heavy",0.02,"size"
"631",6,"table","furniture",1,"both","rightpredicate1","big",0.02,"size"
"632",6,"watermelon","food",1,"both","rightpredicate1","short",0.02,"size"
"633",6,"box","furniture",1,"both","rightpredicate1","green",0.03,"color"
"634",6,"bed","furniture",1,"both","rightpredicate1","yellow",0.03,"color"
"635",6,"table","furniture",1,"both","rightpredicate1","plastic",0.01,"material"
"636",9,"apple","food",1,"both","rightpredicate1","new",1,"age"
"637",9,"chair","furniture",1,"both","rightpredicate1","hard",0.04,"texture"
"638",9,"couch","furniture",1,"both","rightpredicate1","new",1,"age"
"639",9,"apple","food",1,"both","rightpredicate1","yellow",0.98,"color"
"640",9,"apple","food",1,"both","rightpredicate1","purple",0.05,"color"
"641",9,"couch","furniture",1,"both","rightpredicate1","light",0.04,"size"
"642",9,"tomato","food",1,"both","rightpredicate1","soft",1,"texture"
"643",9,"bed","furniture",1,"both","rightpredicate1","plastic",0.04,"material"
"644",9,"table","furniture",1,"both","rightpredicate1","metal",0.02,"material"
"645",9,"watermelon","food",1,"both","rightpredicate1","plastic",0.03,"material"
"646",9,"apple","food",1,"both","rightpredicate1","new",0.98,"age"
"647",9,"chair","furniture",1,"both","rightpredicate1","round",0.03,"shape"
"648",9,"cheese","food",1,"both","rightpredicate1","rotten",0.99,"age"
"649",9,"chair","furniture",1,"both","rightpredicate1","square",0.03,"shape"
"650",9,"box","furniture",1,"both","rightpredicate1","new",0.98,"age"
"651",9,"watermelon","food",1,"both","rightpredicate1","round",0.03,"shape"
"652",9,"tomato","food",1,"both","rightpredicate1","green",0.05,"color"
"653",9,"box","furniture",1,"both","rightpredicate1","heavy",0.02,"size"
"654",9,"couch","furniture",1,"both","rightpredicate1","new",0.5,"age"
"655",9,"chair","furniture",1,"both","rightpredicate1","blue",0.03,"color"
"656",9,"box","furniture",1,"both","rightpredicate1","yellow",0.05,"color"
"657",9,"watermelon","food",1,"both","rightpredicate1","red",0.08,"color"
"658",9,"cheese","food",1,"both","rightpredicate1","rotten",0.99,"age"
"659",9,"apple","food",1,"both","rightpredicate1","red",0.02,"color"
"660",9,"cheese","food",1,"both","rightpredicate1","good",0.99,"quality"
"661",9,"bed","furniture",1,"both","rightpredicate1","heavy",0.52,"size"
"662",20,"cheese","food",1,"both","rightpredicate1","plastic",0.68,"material"
"663",20,"bed","furniture",1,"both","rightpredicate1","good",0.88,"quality"
"664",20,"table","furniture",1,"both","rightpredicate1","round",0.1,"shape"
"665",20,"chair","furniture",1,"both","rightpredicate1","old",0.87,"age"
"666",20,"box","furniture",1,"both","rightpredicate1","wooden",0.9,"material"
"667",20,"potato","food",1,"both","rightpredicate1","new",0.87,"age"
"668",20,"cheese","food",1,"both","rightpredicate1","purple",0.12,"color"
"669",20,"bed","furniture",1,"both","rightpredicate1","blue",0.92,"color"
"670",20,"chair","furniture",1,"both","rightpredicate1","hard",0.08,"texture"
"671",20,"tomato","food",1,"both","rightpredicate1","plastic",0.09,"material"
"672",20,"potato","food",1,"both","rightpredicate1","heavy",0.12,"size"
"673",20,"couch","furniture",1,"both","rightpredicate1","square",0.96,"shape"
"674",20,"potato","food",1,"both","rightpredicate1","big",0.07,"size"
"675",20,"cheese","food",1,"both","rightpredicate1","green",0.09,"color"
"676",20,"watermelon","food",1,"both","rightpredicate1","small",0.95,"size"
"677",20,"apple","food",1,"both","rightpredicate1","bad",0.91,"quality"
"678",20,"bed","furniture",1,"both","rightpredicate1","wooden",0.05,"material"
"679",20,"cheese","food",1,"both","rightpredicate1","light",0.97,"size"
"680",20,"tomato","food",1,"both","rightpredicate1","rotten",0.97,"age"
"681",20,"chair","furniture",1,"both","rightpredicate1","brown",0.05,"color"
"682",20,"bed","furniture",1,"both","rightpredicate1","small",0.95,"size"
"683",21,"apple","food",1,"both","rightpredicate1","light",1,"size"
"684",21,"tomato","food",1,"both","rightpredicate1","soft",0,"texture"
"685",21,"box","furniture",1,"both","rightpredicate1","red",0,"color"
"686",21,"bed","furniture",1,"both","rightpredicate1","old",1,"age"
"687",21,"potato","food",1,"both","rightpredicate1","hard",0.5,"texture"
"688",21,"potato","food",1,"both","rightpredicate1","light",1,"size"
"689",21,"chair","furniture",1,"both","rightpredicate1","short",0,"size"
"690",21,"couch","furniture",1,"both","rightpredicate1","red",0,"color"
"691",21,"box","furniture",1,"both","rightpredicate1","hard",1,"texture"
"692",21,"couch","furniture",1,"both","rightpredicate1","good",1,"quality"
"693",21,"table","furniture",1,"both","rightpredicate1","wooden",0,"material"
"694",21,"watermelon","food",1,"both","rightpredicate1","wooden",0,"material"
"695",21,"cheese","food",1,"both","rightpredicate1","yellow",0.49,"color"
"696",21,"box","furniture",1,"both","rightpredicate1","metal",0.5,"material"
"697",21,"tomato","food",1,"both","rightpredicate1","new",0.49,"age"
"698",21,"potato","food",1,"both","rightpredicate1","purple",0.49,"color"
"699",21,"table","furniture",1,"both","rightpredicate1","brown",0,"color"
"700",21,"watermelon","food",1,"both","rightpredicate1","green",0,"color"
"701",21,"cheese","food",1,"both","rightpredicate1","long",0,"size"
"702",21,"chair","furniture",1,"both","rightpredicate1","old",0.49,"age"
"703",25,"table","furniture",1,"both","rightpredicate1","plastic",0.49,"material"
"704",25,"box","furniture",1,"both","rightpredicate1","big",0.95,"size"
"705",25,"tomato","food",1,"both","rightpredicate1","dry",0.05,"texture"
"706",25,"apple","food",1,"both","rightpredicate1","short",0.97,"size"
"707",25,"chair","furniture",1,"both","rightpredicate1","brown",0.04,"color"
"708",25,"watermelon","food",1,"both","rightpredicate1","long",0.5,"size"
"709",25,"box","furniture",1,"both","rightpredicate1","soft",0.98,"texture"
"710",25,"bed","furniture",1,"both","rightpredicate1","red",0.52,"color"
"711",25,"potato","food",1,"both","rightpredicate1","new",0.52,"age"
"712",25,"chair","furniture",1,"both","rightpredicate1","square",0.52,"shape"
"713",25,"watermelon","food",1,"both","rightpredicate1","soft",0.51,"texture"
"714",25,"couch","furniture",1,"both","rightpredicate1","brown",0.5,"color"
"715",25,"watermelon","food",1,"both","rightpredicate1","square",0.98,"shape"
"716",25,"box","furniture",1,"both","rightpredicate1","blue",0.99,"color"
"717",25,"apple","food",1,"both","rightpredicate1","metal",0.5,"material"
"718",25,"table","furniture",1,"both","rightpredicate1","light",0.51,"size"
"719",25,"bed","furniture",1,"both","rightpredicate1","metal",0.5,"material"
"720",25,"cheese","food",1,"both","rightpredicate1","blue",0.5,"color"
"721",25,"tomato","food",1,"both","rightpredicate1","long",0.98,"size"
"722",25,"chair","furniture",1,"both","rightpredicate1","bad",0.02,"quality"
"723",25,"box","furniture",1,"both","rightpredicate1","soft",0.51,"texture"
"724",25,"apple","food",1,"both","rightpredicate1","round",0.49,"shape"
"725",25,"watermelon","food",1,"both","rightpredicate1","hard",0.05,"texture"
"726",25,"couch","furniture",1,"both","rightpredicate1","soft",0.5,"texture"
"727",31,"potato","food",1,"both","rightpredicate1","dry",0.83,"texture"
"728",31,"apple","food",1,"both","rightpredicate1","new",0.99,"age"
"729",31,"bed","furniture",1,"both","rightpredicate1","wooden",0.98,"material"
"730",31,"apple","food",1,"both","rightpredicate1","fresh",0.97,"age"
"731",31,"cheese","food",1,"both","rightpredicate1","big",0.97,"size"
"732",31,"chair","furniture",1,"both","rightpredicate1","red",0.04,"color"
"733",31,"chair","furniture",1,"both","rightpredicate1","new",0.55,"age"
"734",31,"box","furniture",1,"both","rightpredicate1","dry",0.98,"texture"
"735",31,"box","furniture",1,"both","rightpredicate1","metal",0.03,"material"
"736",31,"watermelon","food",1,"both","rightpredicate1","purple",0.05,"color"
"737",31,"box","furniture",1,"both","rightpredicate1","plastic",0.2,"material"
"738",31,"watermelon","food",1,"both","rightpredicate1","green",0.12,"color"
"739",35,"box","furniture",1,"both","rightpredicate1","green",0.07,"color"
"740",35,"cheese","food",1,"both","rightpredicate1","rotten",0.98,"age"
"741",35,"chair","furniture",1,"both","rightpredicate1","big",0.98,"size"
"742",35,"table","furniture",1,"both","rightpredicate1","new",0.97,"age"
"743",35,"tomato","food",1,"both","rightpredicate1","red",0,"color"
"744",35,"apple","food",1,"both","rightpredicate1","round",0.01,"shape"
"745",35,"box","furniture",1,"both","rightpredicate1","soft",0.03,"texture"
"746",35,"watermelon","food",1,"both","rightpredicate1","small",0.96,"size"
"747",35,"apple","food",1,"both","rightpredicate1","hard",0.02,"texture"
"748",35,"potato","food",1,"both","rightpredicate1","yellow",0.02,"color"
"749",35,"tomato","food",1,"both","rightpredicate1","hard",0.98,"texture"
"750",36,"tomato","food",1,"both","rightpredicate1","hard",0.14,"texture"
"751",36,"apple","food",1,"both","rightpredicate1","square",0.94,"shape"
"752",36,"chair","furniture",1,"both","rightpredicate1","heavy",0.05,"size"
"753",36,"watermelon","food",1,"both","rightpredicate1","round",0.93,"shape"
"754",36,"table","furniture",1,"both","rightpredicate1","old",0.04,"age"
"755",36,"chair","furniture",1,"both","rightpredicate1","heavy",0.04,"size"
"756",36,"box","furniture",1,"both","rightpredicate1","green",0.97,"color"
"757",36,"apple","food",1,"both","rightpredicate1","blue",0.96,"color"
"758",36,"cheese","food",1,"both","rightpredicate1","small",0.1,"size"
"759",36,"cheese","food",1,"both","rightpredicate1","plastic",0.08,"material"
"760",36,"watermelon","food",1,"both","rightpredicate1","new",0.95,"age"
"761",36,"couch","furniture",1,"both","rightpredicate1","brown",0,"color"
"762",36,"table","furniture",1,"both","rightpredicate1","plastic",0.11,"material"
"763",36,"table","furniture",1,"both","rightpredicate1","plastic",0.0600000000000001,"material"
"764",36,"cheese","food",1,"both","rightpredicate1","round",0,"shape"
"765",36,"potato","food",1,"both","rightpredicate1","old",0.04,"age"
"766",36,"watermelon","food",1,"both","rightpredicate1","metal",0.02,"material"
"767",36,"table","furniture",1,"both","rightpredicate1","new",0.09,"age"
"768",36,"bed","furniture",1,"both","rightpredicate1","red",1,"color"
"769",36,"couch","furniture",1,"both","rightpredicate1","light",0.0600000000000001,"size"
"770",36,"apple","food",1,"both","rightpredicate1","new",0.0600000000000001,"age"
"771",36,"couch","furniture",1,"both","rightpredicate1","good",0.02,"quality"
"772",36,"potato","food",1,"both","rightpredicate1","green",0.95,"color"
"773",36,"tomato","food",1,"both","rightpredicate1","metal",0.01,"material"
"774",36,"box","furniture",1,"both","rightpredicate1","wooden",0.94,"material"
"775",37,"apple","food",1,"both","rightpredicate1","old",1,"age"
"776",37,"watermelon","food",1,"both","rightpredicate1","metal",0,"material"
"777",37,"tomato","food",1,"both","rightpredicate1","light",0,"size"
"778",37,"table","furniture",1,"both","rightpredicate1","long",0,"size"
"779",37,"table","furniture",1,"both","rightpredicate1","short",1,"size"
"780",37,"watermelon","food",1,"both","rightpredicate1","purple",0,"color"
"781",37,"chair","furniture",1,"both","rightpredicate1","heavy",1,"size"
"782",37,"apple","food",1,"both","rightpredicate1","yellow",0,"color"
"783",37,"watermelon","food",1,"both","rightpredicate1","light",1,"size"
"784",37,"table","furniture",1,"both","rightpredicate1","hard",1,"texture"
"785",37,"potato","food",1,"both","rightpredicate1","soft",1,"texture"
"786",37,"couch","furniture",1,"both","rightpredicate1","short",1,"size"
"787",37,"apple","food",1,"both","rightpredicate1","new",1,"age"
"788",37,"tomato","food",1,"both","rightpredicate1","old",1,"age"
"789",37,"watermelon","food",1,"both","rightpredicate1","green",1,"color"
"790",37,"watermelon","food",1,"both","rightpredicate1","heavy",1,"size"
"791",37,"box","furniture",1,"both","rightpredicate1","brown",1,"color"
"792",37,"cheese","food",1,"both","rightpredicate1","green",1,"color"
"793",37,"apple","food",1,"both","rightpredicate1","small",0.95,"size"
"794",37,"tomato","food",1,"both","rightpredicate1","plastic",0.98,"material"
"795",37,"couch","furniture",1,"both","rightpredicate1","old",0.96,"age"
"796",37,"box","furniture",1,"both","rightpredicate1","small",0.04,"size"
"797",37,"cheese","food",1,"both","rightpredicate1","round",0.96,"shape"
"798",37,"tomato","food",1,"both","rightpredicate1","metal",0,"material"
"799",37,"potato","food",1,"both","rightpredicate1","dry",0.92,"texture"
"800",37,"cheese","food",1,"both","rightpredicate1","rotten",0.04,"age"
"801",39,"bed","furniture",1,"both","rightpredicate1","hard",0.75,"texture"
"802",39,"potato","food",1,"both","rightpredicate1","short",0.08,"size"
"803",39,"apple","food",1,"both","rightpredicate1","soft",0.29,"texture"
"804",39,"apple","food",1,"both","rightpredicate1","yellow",0.37,"color"
"805",39,"box","furniture",1,"both","rightpredicate1","red",0.26,"color"
"806",39,"potato","food",1,"both","rightpredicate1","short",0.15,"size"
"807",39,"bed","furniture",1,"both","rightpredicate1","heavy",0.22,"size"
"808",39,"watermelon","food",1,"both","rightpredicate1","heavy",0.71,"size"
"809",39,"chair","furniture",1,"both","rightpredicate1","red",0.32,"color"
"810",39,"chair","furniture",1,"both","rightpredicate1","fresh",0.26,"age"
"811",39,"cheese","food",1,"both","rightpredicate1","big",0.74,"size"
"812",39,"box","furniture",1,"both","rightpredicate1","dry",0.35,"texture"
"813",39,"watermelon","food",1,"both","rightpredicate1","heavy",0.29,"size"
"814",39,"tomato","food",1,"both","rightpredicate1","bad",0.71,"quality"
"815",39,"table","furniture",1,"both","rightpredicate1","big",0.24,"size"
"816",39,"watermelon","food",1,"both","rightpredicate1","good",0.72,"quality"
"817",39,"potato","food",1,"both","rightpredicate1","bad",0.2,"quality"
"818",39,"tomato","food",1,"both","rightpredicate1","light",0.74,"size"
"819",39,"bed","furniture",1,"both","rightpredicate1","metal",0.77,"material"
"820",39,"chair","furniture",1,"both","rightpredicate1","blue",0.26,"color"
"821",39,"couch","furniture",1,"both","rightpredicate1","rotten",0.24,"age"
"822",39,"box","furniture",1,"both","rightpredicate1","bad",0.75,"quality"
"823",40,"bed","furniture",1,"both","rightpredicate1","brown",0.02,"color"
"824",40,"chair","furniture",1,"both","rightpredicate1","old",0.53,"age"
"825",40,"chair","furniture",1,"both","rightpredicate1","metal",0.2,"material"
"826",40,"bed","furniture",1,"both","rightpredicate1","green",0.38,"color"
